Node1	Node2	Frequency	Direction
AMPN_HUMAN	GGCT_HUMAN	0.7222222222222222	U
AMPL_HUMAN	GGCT_HUMAN	0.7037037037037037	U
GGCT_HUMAN	GGT5_HUMAN	0.6666666666666666	U
GPX4_HUMAN	GST2_HUMAN	0.6111111111111112	U
GPX4_HUMAN	chebi:17858	0.6111111111111112	U
GGCT_HUMAN	GSHB_HUMAN	0.7037037037037037	U
GSHB_HUMAN	GST2_HUMAN	0.5	U
GSHB_HUMAN	GSTO1_HUMAN	0.5	U
GSHB_HUMAN	GSTM4_HUMAN	0.5	U
GSHB_HUMAN	GSTM5_HUMAN	0.5	U
GSHB_HUMAN	MAAI_HUMAN	0.5	U
chebi:16249	chebi:17858	0.7222222222222222	U
chebi:15625	chebi:17509	0.6296296296296297	U
GGCT_HUMAN	chebi:18183	0.7222222222222222	U
chebi:17858	chebi:5931	0.7222222222222222	U
chebi:5931	chebi:5932	0.7222222222222222	U
RIR1_HUMAN	chebi:80649	0.5740740740740741	U
AMPL_HUMAN	GCNT1_HUMAN	0.37037037037037035	U
GCNT1_HUMAN	RIR1_HUMAN	0.37037037037037035	U
chebi:17509	chebi:18127	0.35185185185185186	U
chebi:16240	chebi:17858	0.35185185185185186	U
chebi:16240	chebi:18127	0.35185185185185186	U
chebi:16856	chebi:17690	0.12962962962962962	U
chebi:17690	chebi:18183	0.12962962962962962	U
chebi:16856	chebi:5932	0.12962962962962962	U
GST2_HUMAN	chebi:34958	0.1111111111111111	U
GSTM5_HUMAN	chebi:34958	0.1111111111111111	U
GSTO1_HUMAN	chebi:34958	0.1111111111111111	U
MAAI_HUMAN	chebi:34958	0.1111111111111111	U
GST2_HUMAN	chebi:34254	0.07407407407407407	U
GSTM4_HUMAN	chebi:34254	0.07407407407407407	U
RIR1_HUMAN	chebi:15967	0.037037037037037035	U
chebi:15967	chebi:16761	0.037037037037037035	U
chebi:16761	chebi:17515	0.037037037037037035	U
chebi:17515	chebi:18183	0.037037037037037035	U
