Node1	Node2	Frequency	Direction
AOFA_HUMAN	CGL_HUMAN	0.5185185185185185	U
GCST_HUMAN	GNMT_HUMAN	0.5185185185185185	U
GNMT_HUMAN	KBL_HUMAN	0.5185185185185185	U
GNMT_HUMAN	chebi:15428	0.5185185185185185	U
chebi:15428	chebi:16344	0.7037037037037037	U
chebi:16344	chebi:16467	0.7037037037037037	U
chebi:15428	chebi:16842	0.6851851851851852	U
CGL_HUMAN	chebi:17561	0.5185185185185185	U
chebi:15428	chebi:17561	0.5185185185185185	U
AOFA_HUMAN	chebi:17906	0.7037037037037037	U
AGT1_HUMAN	chebi:30841	0.5185185185185185	U
chebi:15428	chebi:30841	0.7037037037037037	U
chebi:30841	chebi:32816	0.7037037037037037	U
AGT1_HUMAN	SERC_HUMAN	0.4444444444444444	U
SERA_HUMAN	SERC_HUMAN	0.4444444444444444	U
SERA_HUMAN	chebi:17794	0.5925925925925926	U
CGL_HUMAN	chebi:16283	0.16666666666666666	U
chebi:16283	chebi:32816	0.16666666666666666	U
AGT1_HUMAN	HYI_HUMAN	0.09259259259259259	U
GRHPR_HUMAN	chebi:17158	0.1111111111111111	U
GRHPR_HUMAN	chebi:30841	0.1111111111111111	U
HYI_HUMAN	chebi:30841	0.09259259259259259	U
chebi:17158	chebi:17906	0.1111111111111111	U
CGL_HUMAN	chebi:17482	0.07407407407407407	U
KBL_HUMAN	chebi:40673	0.07407407407407407	U
chebi:15428	chebi:40673	0.07407407407407407	U
GNMT_HUMAN	chebi:15611	0.07407407407407407	U
chebi:15611	chebi:16842	0.07407407407407407	U
GCST_HUMAN	chebi:15638	0.07407407407407407	U
chebi:17515	chebi:26078	0.07407407407407407	U
chebi:17482	chebi:17561	0.07407407407407407	U
chebi:17515	chebi:17561	0.07407407407407407	U
chebi:15638	chebi:26078	0.07407407407407407	U
chebi:17794	chebi:26078	0.07407407407407407	U
