	0	1	2	3
0	A4GAT_HUMAN	BGAT_HUMAN	0.75	D
1	A4GAT_HUMAN	KAD3_HUMAN	0.75	D
2	A4GAT_HUMAN	ALG13_HUMAN	0.75	D
3	A4GAT_HUMAN	ALG14_HUMAN	0.75	D
4	A4GAT_HUMAN	ALG5_HUMAN	0.75	D
5	A4GAT_HUMAN	B3GL1_HUMAN	0.75	D
6	A4GAT_HUMAN	B3GT1_HUMAN	0.75	D
7	A4GAT_HUMAN	B3GT2_HUMAN	0.75	D
8	A4GAT_HUMAN	B3GT4_HUMAN	0.75	D
9	A4GAT_HUMAN	B3GT5_HUMAN	0.75	D
10	A4GAT_HUMAN	B3GT6_HUMAN	0.75	D
11	A4GAT_HUMAN	B3GLT_HUMAN	0.75	D
12	A4GAT_HUMAN	B3GN5_HUMAN	0.75	D
13	A4GAT_HUMAN	B3GN6_HUMAN	0.75	D
14	A4GAT_HUMAN	B4GN1_HUMAN	0.75	D
15	A4GAT_HUMAN	B4GT1_HUMAN	0.75	D
16	A4GAT_HUMAN	B4GT2_HUMAN	0.75	D
17	A4GAT_HUMAN	B4GT3_HUMAN	0.75	D
18	A4GAT_HUMAN	B4GT4_HUMAN	0.75	D
19	A4GAT_HUMAN	B4GT5_HUMAN	0.75	D
20	A4GAT_HUMAN	B4GT6_HUMAN	0.75	D
21	A4GAT_HUMAN	B4GT7_HUMAN	0.75	D
22	A4GAT_HUMAN	C1GLT_HUMAN	0.75	D
23	A4GAT_HUMAN	chebi:17659	0.75	D
24	A4GAT_HUMAN	chebi:17950	0.75	D
25	A4GAT_HUMAN	chebi:18307	0.75	D
26	A4GAT_HUMAN	chebi:18313	0.75	D
27	A4GAT_HUMAN	chebi:67119	0.75	D
28	A4GAT_HUMAN	CHPF2_HUMAN	0.75	D
29	A4GAT_HUMAN	CHSS1_HUMAN	0.75	D
30	A4GAT_HUMAN	CGAT2_HUMAN	0.75	D
31	A4GAT_HUMAN	DPM2_HUMAN	0.75	D
32	A4GAT_HUMAN	ENTP3_HUMAN	0.75	D
33	A4GAT_HUMAN	ENTP5_HUMAN	0.75	D
34	A4GAT_HUMAN	EXT1_HUMAN	0.75	D
35	A4GAT_HUMAN	EXTL1_HUMAN	0.75	D
36	A4GAT_HUMAN	EXTL3_HUMAN	0.75	D
37	A4GAT_HUMAN	GALC_HUMAN	0.75	D
38	A4GAT_HUMAN	GALT4_HUMAN	0.75	D
39	A4GAT_HUMAN	GALT_HUMAN	0.75	D
40	A4GAT_HUMAN	GBGT1_HUMAN	0.75	D
41	A4GAT_HUMAN	GCNT1_HUMAN	0.75	D
